ApsimVersion = 7.7
Title = swcon_Mandamus321
           Date           rain             es    sw(6-10)(1)    sw(6-10)(2)    sw(6-10)(3)    sw(6-10)(4)    sw(6-10)(5)   dul(6-10)(1)   dul(6-10)(2)   dul(6-10)(3)   dul(6-10)(4)   dul(6-10)(5)   sat(6-10)(1)   sat(6-10)(2)   sat(6-10)(3)   sat(6-10)(4)   sat(6-10)(5)
   (dd/mm/yyyy)           (mm)           (mm)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)    (cm^3/cm^3)
     07/07/2009          0.000          0.000          0.094          0.095          0.097          0.097          0.099          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     08/07/2009          0.000          0.000          0.094          0.095          0.097          0.097          0.099          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     09/07/2009          0.000          0.000          0.094          0.094          0.096          0.097          0.098          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     10/07/2009          0.000          0.000          0.093          0.094          0.096          0.096          0.098          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     11/07/2009          0.000          0.000          0.093          0.094          0.096          0.096          0.098          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     12/07/2009          0.000          0.000          0.093          0.093          0.095          0.096          0.097          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     13/07/2009          0.000          0.000          0.093          0.093          0.095          0.095          0.097          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     14/07/2009          0.000          0.000          0.092          0.093          0.095          0.095          0.097          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     15/07/2009          0.000          0.000          0.092          0.093          0.095          0.095          0.097          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     16/07/2009          0.000          0.000          0.092          0.092          0.094          0.095          0.096          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     17/07/2009          0.000          0.000          0.092          0.092          0.094          0.094          0.096          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     18/07/2009          0.000          0.000          0.092          0.092          0.094          0.094          0.096          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     19/07/2009          0.000          0.000          0.091          0.092          0.094          0.094          0.096          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     20/07/2009          0.000          0.000          0.091          0.092          0.093          0.094          0.095          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     21/07/2009          0.000          0.000          0.091          0.091          0.093          0.094          0.095          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     22/07/2009          0.000          0.000          0.091          0.091          0.093          0.093          0.095          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     23/07/2009          0.000          0.000          0.091          0.091          0.093          0.093          0.095          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     24/07/2009          0.000          0.000          0.091          0.091          0.093          0.093          0.095          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     25/07/2009          0.000          0.000          0.090          0.091          0.093          0.093          0.094          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     26/07/2009          0.000          0.000          0.090          0.091          0.092          0.093          0.094          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     27/07/2009          0.000          0.000          0.090          0.090          0.092          0.093          0.094          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     28/07/2009          0.000          0.000          0.090          0.090          0.092          0.092          0.094          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     29/07/2009          0.000          0.000          0.090          0.090          0.092          0.092          0.094          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     30/07/2009          0.000          0.000          0.090          0.090          0.092          0.092          0.093          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     31/07/2009          0.000          0.000          0.090          0.090          0.092          0.092          0.093          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     01/08/2009          0.000          0.000          0.089          0.090          0.091          0.092          0.093          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     02/08/2009          0.000          0.000          0.089          0.090          0.091          0.092          0.093          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     03/08/2009          0.000          0.000          0.089          0.090          0.091          0.091          0.093          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     04/08/2009          0.000          0.000          0.089          0.089          0.091          0.091          0.093          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     05/08/2009          0.000          0.000          0.089          0.089          0.091          0.091          0.093          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     06/08/2009          0.000          0.000          0.089          0.089          0.091          0.091          0.092          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     07/08/2009          0.000          0.000          0.089          0.089          0.091          0.091          0.092          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     08/08/2009          0.000          0.000          0.089          0.089          0.091          0.091          0.092          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     09/08/2009          0.000          0.000          0.089          0.089          0.090          0.091          0.092          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
     10/08/2009          0.000          0.000          0.088          0.089          0.090          0.091          0.092          0.090          0.090          0.090          0.090          0.090          0.177          0.177          0.177          0.177          0.177
