4	53	1	28.2	15.8	60	CON	0	0	CUN	13.8	12-Nov-09	16:33:54	0	    	21E 
4	54	1	27	14.7	60	CON	0	0	CUN	13.8	12-Nov-09	16:35:20	0	    	21E 
4	55	1	26.2	13.9	60	CON	0	0	CUN	13.8	12-Nov-09	16:38:26	0	    	21E 
4	56	1	28	15.6	60	CON	0	0	CUN	13.8	12-Nov-09	16:39:55	0	    	21E 
4	57	1	25.8	13.6	60	CON	0	0	CUN	13.8	12-Nov-09	16:41:00	0	    	21E 
4	58	1	26.5	14.2	60	CON	0	0	CUN	13.8	12-Nov-09	16:42:03	0	    	21E 
4	59	1	28.8	16.3	60	CON	0	0	CUN	13.8	12-Nov-09	16:43:44	0	    	21E 
4	60	1	29.1	16.6	60	CON	0	0	CUN	12.7	12-Nov-09	16:44:42	0	    	21E 
4	61	1	27.8	15.4	60	CON	0	0	CUN	13.8	12-Nov-09	16:47:01	0	    	21E 
4	62	1	27.9	15.5	60	CON	0	0	CUN	13.8	12-Nov-09	16:48:40	0	    	21E 
4	63	1	16	8.3	60	CON	0	0	CUN	12.7	12-Nov-09	16:49:16	0	    	21E 
4	64	1	12.1	6.8	60	CON	0	0	CUN	13.8	12-Nov-09	16:50:07	0	    	21E 
4	65	1	25.1	12.9	60	CON	0	0	CUN	13.8	12-Nov-09	16:51:33	0	    	21E 
4	66	1	24.8	12.7	60	CON	0	0	CUN	13.8	12-Nov-09	16:55:37	0	    	21E 
4	67	2	15.3	8	20	BUR	0	0	BUN	12.4	16-Nov-09	10:25:37	0	    	21E 
4	68	3	25	12.8	20	BUR	0	0	BUN	12.4	16-Nov-09	10:26:29	0	    	21E 
4	69	5	0	0.5	20	BUR	0	0	BUN	11.8	16-Nov-09	10:29:24	0	    	21E 
4	70	8	25.1	12.9	20	BUR	0	0	BUN	12.3	16-Nov-09	10:30:36	0	    	21E 
4	71	10	16.6	8.5	20	BUR	0	0	BUN	12.4	16-Nov-09	10:32:19	0	    	21E 
4	72	12	19.4	9.7	20	BUR	0	0	BUN	13.6	16-Nov-09	10:33:16	0	    	21E 
4	73	13	20	10	20	BUR	0	0	BUN	12.4	16-Nov-09	10:34:11	0	    	21E 
4	74	16	23.4	11.9	20	BUR	0	0	BUN	12.5	16-Nov-09	10:35:25	0	    	21E 
4	75	21	15.9	8.2	20	BUR	0	0	BUN	12.3	16-Nov-09	10:37:07	0	    	21E 
4	76	25	12.8	7	20	BUR	0	0	BUN	12.3	16-Nov-09	10:38:21	0	    	21E 
4	77	27	15	7.8	20	BUR	0	0	BUN	12.2	16-Nov-09	10:39:10	0	    	21E 
4	78	32	9.9	6	20	BUR	0	0	BUN	12.3	16-Nov-09	10:40:32	0	    	21E 
4	79	35	15.1	7.9	20	BUR	0	0	BUN	12.4	16-Nov-09	10:41:49	0	    	21E 
4	80	39	19.6	9.9	20	BUR	0	0	BUN	12.4	16-Nov-09	10:43:00	0	    	21E 
4	81	46	16.1	8.3	20	BUR	0	0	BUN	12.4	16-Nov-09	10:44:26	0	    	21E 
4	82	48	18.3	9.3	20	BUR	0	0	BUN	12.4	16-Nov-09	10:45:14	0	    	21E 
4	83	50	14.9	7.8	20	BUR	0	0	BUN	12.3	16-Nov-09	10:46:15	0	    	21E 
4	84	55	17.9	9.1	20	BUR	0	0	BUN	12.3	16-Nov-09	10:47:35	0	    	21E 
4	85	59	18.4	9.3	20	BUR	0	0	BUN	12.3	16-Nov-09	10:48:47	0	    	21E 
4	86	62	14.6	7.7	20	BUR	0	0	BUN	11.8	16-Nov-09	10:49:46	0	    	21E 
4	87	5	15.9	8.2	20	BUR	0	0	BUN	11.9	16-Nov-09	10:52:37	0	    	21E 
4	88	17	19.3	9.7	20	CON	0	0	CUN	13.8	16-Nov-09	10:58:15	0	    	21E 
4	89	19	20.6	10.3	20	CON	0	0	CUN	13.8	16-Nov-09	10:59:17	0	    	21E 
4	90	24	0	1.4	20	CON	0	0	CUN	13.8	16-Nov-09	11:07:44	0	    	21E 
4	91	30	18.5	9.3	20	CON	0	0	CUN	13.8	16-Nov-09	11:09:24	0	    	21E 
4	92	34	23.9	12.2	20	CON	0	0	CUN	13.8	16-Nov-09	11:10:30	0	    	21E 
4	93	38	22.2	11.3	20	CON	0	0	CUN	13.8	16-Nov-09	11:11:38	0	    	21E 
4	94	42	0	1.9	20	CON	0	0	CUN	12.5	16-Nov-09	11:13:18	0	    	21E 
4	95	44	18.1	9.2	20	CON	0	0	CUN	13.8	16-Nov-09	11:15:06	0	    	21E 
4	96	52	20.2	10.2	20	CON	0	0	CUN	13.8	16-Nov-09	11:16:48	0	    	21E 
4	97	54	24.4	12.5	20	CON	0	0	CUN	13.8	16-Nov-09	11:18:02	0	    	21E 
4	98	57	22.3	11.3	20	CON	0	0	CUN	13.8	16-Nov-09	11:19:12	0	    	21E 
4	99	64	18.2	9.2	20	CON	0	0	CUN	13.8	16-Nov-09	11:20:28	0	    	21E 
4	100	24	0	1.9	20	CON	0	0	CUN	12.5	16-Nov-09	11:22:46	0	    	21E 
4	101	42	20.6	10.3	20	CON	0	0	CUN	13.8	16-Nov-09	11:28:56	0	    	21E 
4	102	24	17.5	8.9	20	CON	0	0	CUN	13.8	16-Nov-09	11:30:14	0	    	21E 
4	103	2	12.9	7.1	20	BUR	0	0	BUN	12.4	20-Nov-09	10:52:46	0	    	21E 
4	104	3	31.9	18.9	20	BUR	0	0	BUN	12.4	20-Nov-09	10:53:36	0	    	21E 
4	105	5	17.1	8.7	20	BUR	0	0	BUN	11.8	20-Nov-09	10:54:20	0	    	21E 
4	106	8	29.1	16.6	20	BUR	0	0	BUN	12.3	20-Nov-09	10:55:15	0	    	21E 
4	107	10	15.2	7.9	20	BUR	0	0	BUN	12.4	20-Nov-09	10:56:07	0	    	21E 
4	108	12	17.1	8.7	20	BUR	0	0	BUN	13.6	20-Nov-09	10:56:51	0	    	21E 
4	109	13	27.4	15.1	20	BUR	0	0	BUN	12.4	20-Nov-09	10:57:34	0	    	21E 
4	110	16	28.1	15.7	20	BUR	0	0	BUN	12.5	20-Nov-09	10:58:37	0	    	21E 
4	111	21	13.8	7.4	20	BUR	0	0	BUN	12.3	20-Nov-09	10:59:50	0	    	21E 
4	112	25	10.7	6.3	20	BUR	0	0	BUN	12.3	20-Nov-09	11:00:49	0	    	21E 
4	113	27	13.2	7.2	20	BUR	0	0	BUN	12.1	20-Nov-09	11:01:36	0	    	21E 
4	114	35	8.8	5.5	20	BUR	0	0	BUN	12.3	20-Nov-09	11:02:44	0	    	21E 
4	115	33	13.3	7.2	20	BUR	0	0	BUN	12.4	20-Nov-09	11:03:39	0	    	21E 
4	116	39	17.7	9	20	BUR	0	0	BUN	12.4	20-Nov-09	11:04:50	0	    	21E 
4	117	46	13.6	7.3	20	BUR	0	0	BUN	12.3	20-Nov-09	11:06:00	0	    	21E 
4	118	48	16.1	8.3	20	BUR	0	0	BUN	12.4	20-Nov-09	11:06:43	0	    	21E 
4	119	50	12.2	6.8	20	BUR	0	0	BUN	12.2	20-Nov-09	11:07:50	0	    	21E 
4	120	55	15.5	8.1	20	BUR	0	0	BUN	12.3	20-Nov-09	11:09:03	0	    	21E 
4	121	59	15.7	8.1	20	BUR	0	0	BUN	12.3	20-Nov-09	11:10:18	0	    	21E 
4	122	62	12.4	6.9	20	BUR	0	0	BUN	11.8	20-Nov-09	11:11:16	0	    	21E 
4	123	17	25.1	12.9	20	CON	0	0	CUN	13.8	20-Nov-09	13:23:10	0	    	21E 
4	124	19	26.3	14	20	CON	0	0	CUN	13.8	20-Nov-09	13:23:56	0	    	21E 
4	125	24	18.4	9.3	20	CON	0	0	CUN	13.9	20-Nov-09	13:24:47	0	    	21E 
4	126	30	24.2	12.4	20	CON	0	0	CUN	13.8	20-Nov-09	13:26:42	0	    	21E 
